vehicle_id,timestamp,engine_speed_rpm,vehicle_speed_kmh,engine_load_pct,accelerator_pedal_pct,coolant_temp_c,oil_pressure_kpa,fuel_rail_pressure_mpa,battery_voltage_v,maf_g_s,charging_status,dtc_flag,oil_pressure_below_manual_check,idle_out_of_target,fuel_rail_low_at_idle,cooling_high_demo_flag,operating_scenario
ISZ-016,2026-09-08 07:20:00,1659.0,59.7,39.1,40.4,87.8,320.4,63.3,26.98,71.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 07:30:00,1964.0,90.9,55.8,47.1,84.2,325.1,68.0,26.7,88.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 07:40:00,1360.0,86.5,53.7,35.7,94.0,351.8,67.7,26.43,80.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 07:50:00,1574.0,27.6,63.5,18.4,91.0,290.0,78.2,27.53,82.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:00:00,1672.0,44.3,61.1,57.3,92.6,355.7,67.1,27.86,41.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:10:00,1654.0,46.9,85.1,79.9,87.0,348.4,50.2,27.1,111.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:20:00,2193.0,38.4,54.3,78.9,85.5,345.6,61.0,26.9,118.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:30:00,1152.0,15.4,78.9,71.1,88.3,297.7,56.2,27.28,113.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:40:00,1769.0,73.5,66.3,67.2,80.7,292.3,65.1,27.99,101.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 08:50:00,1927.0,27.3,65.6,74.0,87.1,324.5,69.3,27.64,93.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:00:00,1920.0,65.7,47.8,62.4,89.6,335.4,52.9,27.99,84.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:10:00,1479.0,12.9,51.6,59.5,85.7,293.7,72.9,27.67,124.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:20:00,1360.0,64.6,77.9,39.5,85.8,373.2,70.7,27.32,92.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:30:00,1401.0,57.7,32.7,53.5,90.4,294.8,71.6,27.05,90.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:40:00,1888.0,56.0,37.2,25.9,87.7,332.9,71.2,27.44,77.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 09:50:00,1756.0,5,40.8,8,88.2,288.6,71.0,27.87,109.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 10:00:00,550.0,0.9,33.7,0,92.0,270.2,35.9,26.82,8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 10:10:00,542.0,2.2,11.6,3.7,82.7,261.2,16.6,26.4,8,Normal,0,0,0,1,0,Normal operation
ISZ-016,2026-09-08 10:20:00,546.0,3.8,22.2,0,88.8,222.6,30.4,27.16,31.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 10:30:00,530.0,2.3,27.9,1.6,81.7,220.9,27.1,27.37,11.8,Normal,0,0,1,0,0,Normal operation
ISZ-016,2026-09-08 10:40:00,1643.0,25.6,92.4,42.3,83.2,313.2,60.2,26.88,71.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 10:50:00,1495.0,56.5,60.8,44.0,84.8,335.2,67.3,27.18,95.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:00:00,2148.0,41.5,67.6,36.9,86.0,293.6,59.2,26.77,71.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:10:00,1630.0,47.3,60.8,36.6,87.0,299.9,56.1,27.24,43.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:20:00,1375.0,35.6,60.1,54.9,81.8,347.3,60.6,27.12,71.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:30:00,1745.0,56.4,49.5,50.4,86.6,290.0,73.9,27.05,94.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:40:00,1672.0,67.7,54.9,44.8,94.4,307.4,75.6,27.13,119.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 11:50:00,1948.0,61.6,48.5,8,86.9,336.0,70.8,26.74,107.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:00:00,1489.0,47.5,41.4,9.7,89.2,310.5,80.1,27.68,93.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:10:00,1899.0,73.2,64.0,56.0,93.8,333.9,49.1,26.54,100.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:20:00,1747.0,73.4,60.0,71.8,79.5,323.3,65.4,27.01,88.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:30:00,1975.0,59.1,71.4,48.0,97.1,305.9,62.2,27.94,104.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:40:00,1744.0,23.9,41.4,96.7,85.3,317.0,66.5,27.62,139.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 12:50:00,2289.0,59.7,73.0,74.3,83.4,316.1,56.3,26.81,135.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:00:00,2000.0,60.6,57.4,40.9,90.3,358.9,58.9,26.2,54.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:10:00,1107.0,47.4,79.4,59.7,90.0,341.8,67.4,27.35,151.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:20:00,1763.0,58.5,65.9,44.4,82.6,318.2,78.2,27.59,74.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:30:00,800,50.6,68.5,12.4,87.1,351.9,57.2,26.76,95.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:40:00,947.0,38.5,66.3,30.0,79.0,335.6,68.2,27.86,81.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 13:50:00,1327.0,42.1,84.9,77.1,84.4,320.4,67.4,26.99,75.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 14:00:00,520.0,4.3,15.7,2.9,85.1,253.8,38.5,27.89,44.4,Normal,0,0,1,0,0,Normal operation
ISZ-016,2026-09-08 14:10:00,541.0,1.9,22.5,0.9,79.9,255.3,31.1,27.84,56.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 14:20:00,542.0,3.5,13.7,3.8,84.3,209.1,13.9,26.92,44.8,Normal,0,0,0,1,0,Normal operation
ISZ-016,2026-09-08 14:30:00,538.0,0.4,23.5,3.1,86.7,213.7,32.1,26.86,48.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 14:40:00,1997.0,72.6,67.5,50.5,83.6,335.6,73.9,27.1,132.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 14:50:00,1582.0,69.6,57.0,32.8,91.6,324.7,83.3,27.41,90.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:00:00,1574.0,61.7,42.4,47.5,89.7,329.8,64.9,26.97,100.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:10:00,1230.0,95,76.6,20.9,84.4,310.1,67.9,26.92,106.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:20:00,1779.0,12.6,72.2,32.2,88.5,364.4,64.1,26.91,62.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:30:00,1871.0,26.5,64.8,46.3,85.7,317.9,61.4,27.12,73.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:40:00,2600,54.4,77.7,82.3,84.3,304.1,71.2,27.94,99.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 15:50:00,1832.0,38.2,48.5,41.4,87.3,315.5,56.2,27.04,111.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:00:00,2074.0,60.3,59.0,57.4,90.5,278.0,71.1,27.83,139.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:10:00,1559.0,16.3,46.4,57.9,86.2,321.0,80.4,27.26,107.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:20:00,1447.0,59.1,59.7,34.4,84.4,331.3,70.2,27.79,52.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:30:00,1812.0,51.0,41.5,9.5,91.4,307.6,58.6,27.11,30.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:40:00,2395.0,51.4,53.4,36.6,89.1,313.3,65.7,27.29,60.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 16:50:00,1976.0,32.3,52.6,67.1,86.7,306.3,56.6,26.86,85.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:00:00,2149.0,45.1,74.5,54.6,90.7,402.1,71.7,28.08,78.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:10:00,1901.0,68.6,64.8,53.7,93.1,350.6,69.6,27.69,126.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:20:00,1101.0,24.8,45.8,28.4,87.9,318.1,71.4,27.18,108.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:30:00,1596.0,57.7,73.7,83.4,86.5,309.0,71.6,27.77,121.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:40:00,800,65.5,54.2,63.4,87.1,312.2,67.2,27.78,92.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 17:50:00,1317.0,64.8,68.5,26.9,88.1,299.9,81.7,27.94,92.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 18:00:00,556.0,0,11.6,1.6,90.7,206.5,29.4,28.1,33.7,Normal,0,0,1,0,0,Normal operation
ISZ-016,2026-09-08 18:10:00,550.0,0,5,2.0,88.0,263.9,30.3,26.91,8,Normal,0,0,1,0,0,Normal operation
ISZ-016,2026-09-08 18:20:00,537.0,2.6,19.7,2.2,87.8,237.0,32.1,26.15,8.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 18:30:00,547.0,1.8,10.2,2.0,79.1,247.9,35.3,26.76,35.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 18:40:00,1009.0,74.7,59.1,9.6,88.2,321.6,70.3,26.85,95.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 18:50:00,1271.0,22.3,48.4,41.8,86.6,356.4,50.1,28.14,73.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:00:00,1771.0,23.1,61.8,66.6,94.9,301.0,59.7,26.81,110.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:10:00,1612.0,18.9,23.0,100,89.0,321.8,75.1,27.73,86.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:20:00,1630.0,55.3,34.4,34.8,89.9,274.3,60.4,27.67,90.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:30:00,1579.0,55.0,21.2,44.8,82.5,361.7,73.4,26.8,49.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:40:00,1583.0,45.9,46.0,56.0,85.0,316.3,65.9,27.26,96.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 19:50:00,1364.0,78.8,68.7,31.3,88.2,379.0,66.5,27.22,57.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:00:00,1699.0,60.5,45.0,13.0,90.8,284.4,80.2,27.09,101.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:10:00,1761.0,47.7,69.6,56.8,87.6,334.4,67.6,26.78,26.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:20:00,1645.0,56.1,73.0,53.1,86.4,359.4,57.0,28.07,80.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:30:00,800,67.8,43.7,13.9,88.3,357.8,59.4,27.31,137.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:40:00,1862.0,84.6,61.7,47.1,85.3,307.3,60.5,27.83,54.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 20:50:00,1254.0,67.5,27.7,31.2,81.1,347.6,55.6,26.91,77.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:00:00,1530.0,77.2,35.1,78.1,88.9,282.5,50.3,26.64,113.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:10:00,1164.0,49.8,72.2,33.2,85.5,326.4,88.4,27.25,111.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:20:00,1401.0,32.8,57.9,8,86.4,289.3,67.4,27.17,111.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:30:00,1792.0,63.0,55.4,33.7,95.0,385.2,80.5,27.88,125.1,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:40:00,1761.0,46.3,64.4,38.7,88.9,343.4,54.2,27.51,83.9,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 21:50:00,1205.0,49.5,36.0,71.9,92.5,324.1,71.8,27.46,27.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 22:00:00,550.0,2.8,11.0,0.3,89.0,262.8,31.2,27.65,80.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 22:10:00,539.0,1.8,17.7,2.4,90.7,253.4,34.4,26.59,8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 22:20:00,555.0,0,21.9,1.3,86.8,262.1,43.8,26.55,32.3,Normal,0,0,1,0,0,Normal operation
ISZ-016,2026-09-08 22:30:00,546.0,0,23.7,4.3,86.1,268.7,29.0,27.39,26.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 22:40:00,2499.0,43.3,55.9,15.2,88.2,341.7,64.8,27.28,56.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 22:50:00,1404.0,63.1,65.5,92.3,82.7,305.6,51.4,27.51,112.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:00:00,1849.0,34.3,64.4,32.8,85.9,314.5,70.7,27.47,117.5,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:10:00,1259.0,56.0,68.3,48.4,85.7,357.5,65.3,27.14,98.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:20:00,1677.0,68.9,57.6,49.9,86.0,347.7,69.4,27.31,67.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:30:00,1279.0,44.9,86.9,61.9,83.8,363.9,76.3,26.78,72.0,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:40:00,2056.0,26.2,37.8,9.3,83.7,318.6,58.5,27.4,79.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-08 23:50:00,1832.0,52.3,73.1,26.9,91.8,342.6,64.1,27.6,108.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:00:00,833.0,74.4,66.5,68.1,86.2,371.3,66.0,27.9,93.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:10:00,1349.0,41.7,71.1,16.7,93.9,329.3,74.1,27.64,154.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:20:00,1331.0,61.6,42.8,70.2,87.2,338.4,68.6,27.33,75.6,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:30:00,1971.0,54.4,91.2,97.0,87.7,322.1,63.6,27.11,90.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:40:00,987.0,43.8,64.5,55.6,94.2,340.4,66.7,26.55,38.2,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 00:50:00,2600,43.5,59.9,77.9,88.1,337.7,60.4,27.03,43.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:00:00,1966.0,45.1,71.0,38.2,85.3,302.1,62.0,26.94,85.3,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:10:00,908.0,25.4,58.0,36.9,75.3,319.1,58.3,27.03,54.8,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:20:00,1360.0,51.8,53.8,8,87.7,304.6,66.3,27.05,114.4,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:30:00,2167.0,69.0,85.2,62.9,90.6,391.7,51.8,26.77,91.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:40:00,1810.0,72.5,46.3,70.9,88.0,370.2,87.0,27.77,98.7,Normal,0,0,0,0,0,Normal operation
ISZ-016,2026-09-09 01:50:00,2049.0,51.7,77.0,53.8,91.0,348.1,65.1,27.47,69.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 06:00:00,533.0,0,18.2,1.6,80.7,215.5,26.6,28.05,47.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 06:10:00,526.0,0,24.9,0.7,83.4,263.4,49.0,26.46,8,Normal,0,0,1,0,0,Normal operation
ISZ-017,2026-09-08 06:20:00,549.0,0.4,33.6,1.2,88.6,286.0,12.8,26.98,18.0,Normal,0,0,0,1,0,Normal operation
ISZ-017,2026-09-08 06:30:00,523.0,0,5.9,1.8,84.2,234.1,35.9,27.21,39.4,Normal,0,0,1,0,0,Normal operation
ISZ-017,2026-09-08 06:40:00,1909.0,16.6,76.1,45.6,86.2,329.1,58.7,28.23,144.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 06:50:00,1567.0,62.2,68.6,60.6,89.2,327.3,57.2,27.43,114.9,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:00:00,1554.0,65.6,52.9,29.3,86.0,350.2,57.9,26.25,126.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:10:00,2175.0,53.8,35.8,11.8,94.8,343.1,80.3,27.24,91.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:20:00,1162.0,47.1,51.2,30.0,87.2,341.8,70.8,27.02,85.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:30:00,2140.0,35.6,50.4,20.8,83.4,352.2,84.8,26.96,106.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:40:00,1108.0,81.9,81.7,35.2,89.3,358.7,65.9,26.79,124.8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 07:50:00,1561.0,40.7,69.2,41.0,87.9,346.1,68.9,27.79,111.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:00:00,1149.0,53.5,37.5,41.1,90.6,388.1,77.0,27.48,102.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:10:00,2076.0,62.0,61.0,47.3,83.9,332.3,74.5,27.23,35.9,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:20:00,1623.0,13.2,45.3,46.7,85.9,358.0,68.0,26.59,80.4,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:30:00,2237.0,91.5,59.7,25.7,89.0,354.4,66.5,26.42,85.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:40:00,2494.0,52.1,81.6,55.7,92.8,334.4,74.8,27.1,106.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 08:50:00,2022.0,6.3,73.9,42.8,86.0,362.2,68.7,27.6,95.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:00:00,1676.0,23.9,56.9,65.1,91.7,398.5,63.7,26.76,101.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:10:00,1687.0,26.8,81.2,89.0,89.0,328.1,67.3,26.73,114.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:20:00,1570.0,73.1,52.1,70.4,89.0,342.1,61.3,26.89,123.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:30:00,2103.0,53.2,58.5,32.5,91.7,341.3,56.5,26.66,127.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:40:00,1176.0,45.6,77.0,75.9,84.6,292.9,45.9,27.45,102.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 09:50:00,1356.0,47.3,31.4,25.3,81.5,334.6,63.7,27.28,97.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:00:00,540.0,2.0,16.6,1.9,83.7,222.7,32.5,27.85,15.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:10:00,543.0,0.8,14.2,1.2,87.3,265.5,28.9,27.12,52.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:20:00,535.0,1.6,17.2,2.7,79.8,267.6,27.4,27.26,25.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:30:00,541.0,2.2,15.8,0.3,81.4,271.8,52.4,27.94,8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:40:00,1889.0,54.4,32.7,60.0,87.3,292.6,79.1,26.81,52.4,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 10:50:00,1933.0,53.9,65.2,16.4,81.2,352.9,71.8,27.96,94.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:00:00,1806.0,45.5,32.1,51.3,91.3,343.9,63.9,27.22,102.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:10:00,1930.0,65.5,52.3,59.7,81.9,292.2,62.2,28.09,89.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:20:00,1687.0,32.7,75.9,50.6,82.5,346.6,54.3,27.1,111.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:30:00,1574.0,64.0,69.0,27.7,77.9,399.4,50.2,26.92,57.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:40:00,1971.0,74.9,39.7,8.9,88.5,345.1,72.6,27.7,65.8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 11:50:00,1499.0,85.1,36.6,22.3,87.6,370.5,61.3,27.72,105.8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:00:00,1133.0,46.9,66.3,88.5,88.0,345.4,62.6,26.74,128.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:10:00,852.0,34.5,66.4,24.9,85.0,344.1,72.5,27.32,132.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:20:00,893.0,70.8,66.2,46.8,86.8,335.7,68.9,27.26,108.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:30:00,1053.0,35.2,59.7,46.0,89.4,323.6,61.2,28.03,105.4,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:40:00,1780.0,27.0,53.0,58.3,89.4,301.3,77.0,27.26,108.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 12:50:00,1575.0,67.7,39.8,63.9,87.9,356.0,66.7,27.06,88.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:00:00,1596.0,71.3,52.2,55.0,91.4,296.0,68.8,28.02,110.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:10:00,1555.0,28.2,90.6,22.3,88.7,379.5,62.3,26.96,74.8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:20:00,1669.0,47.7,48.3,71.1,83.4,321.7,55.4,27.67,62.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:30:00,1422.0,40.6,84.6,50.7,87.6,305.4,64.8,27.22,119.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:40:00,1063.0,65.2,68.7,76.4,82.7,277.7,64.5,26.53,48.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 13:50:00,1666.0,32.4,57.1,59.4,85.2,328.9,49.4,27.14,91.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 14:00:00,552.0,2.1,18.4,2.0,87.8,240.2,28.5,27.17,32.0,Normal,0,0,1,0,0,Normal operation
ISZ-017,2026-09-08 14:10:00,546.0,0,15.8,4.5,91.3,229.5,45.6,27.54,38.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 14:20:00,526.0,2.1,13.2,0,92.9,233.3,44.1,27.98,8,Normal,0,0,1,0,0,Normal operation
ISZ-017,2026-09-08 14:30:00,534.0,0,16.2,2.3,89.9,249.7,20.0,27.91,47.6,Normal,0,0,0,1,0,Normal operation
ISZ-017,2026-09-08 14:40:00,1751.0,40.7,50.8,28.9,88.8,316.7,76.2,27.43,98.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 14:50:00,1798.0,72.9,60.7,8,87.6,347.0,71.0,26.79,48.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:00:00,1378.0,19.8,93.2,36.1,85.0,261.2,63.7,26.86,86.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:10:00,2182.0,44.8,47.8,58.4,75.9,328.8,78.8,27.73,124.5,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:20:00,1320.0,37.5,72.4,39.6,85.6,347.8,51.2,27.34,141.3,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:30:00,1512.0,63.6,81.3,8.8,89.9,383.1,51.2,26.29,76.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:40:00,1072.0,64.3,65.8,25.8,90.5,388.7,79.0,26.9,72.6,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 15:50:00,1692.0,60.8,52.7,47.2,79.4,298.4,74.0,26.4,83.8,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:00:00,1823.0,56.5,67.2,42.0,82.4,314.7,64.4,26.97,72.1,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:10:00,1672.0,73.5,60.6,30.5,90.2,400.9,60.4,26.68,81.4,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:20:00,2009.0,52.8,66.4,47.4,85.0,337.0,81.8,27.53,82.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:30:00,1545.0,43.7,20,50.7,88.9,319.1,57.6,27.15,77.0,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:40:00,1217.0,64.0,44.5,8,91.1,314.7,53.6,26.73,82.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 16:50:00,1687.0,75.0,37.2,55.6,90.1,376.0,55.6,26.93,118.2,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 17:00:00,1805.0,43.8,64.0,29.5,93.0,287.7,39.7,26.99,128.7,Normal,0,0,0,0,0,Normal operation
ISZ-017,2026-09-08 17:10:00,983.0,72.1,54.3,34.0,97.0,309.9,62.7,27.91,128.8,Normal,0,0,0,0,0,Normal operation
